ResponseID,Q,Q_group,A
r00990,Q41,G2,Maybe
r00990,Q37,,No
r00990,Q3,G5,Maybe
r00990,Q1,G2,Maybe
r00990,Q16,,Maybe
r00990,Q35,G6,Maybe
r00990,Q25,,Yes
r00990,Q4,,Others
r00990,Q23,G2,No
r00990,Q19,G2,Others
r00990,Q31,G2,Yes
r00990,Q33,G3,No
r00990,Q14,G5,Yes
r00990,Q32,G3,Yes
r00990,Q38,G3,Maybe
r00990,Q13,G4,Often
r00990,Q27,G4,Often
r00991,Q34,G1,Yes
r00991,Q42,G1,N/A
r00991,Q20,G3,Yes
r00991,Q39,G1,Yes
r00991,Q5,G1,N/A
r00991,Q22,G4,Maybe
r00991,Q17,G2,No
r00991,Q24,,No
r00991,Q29,G5,No
r00991,Q21,G2,Maybe
r00991,Q36,,Yes
r00991,Q30,G3,No
r00991,Q7,G1,Others
r00991,Q2,G1,Others
r00991,Q15,G2,Others
r00991,Q12,G6,Others
r00991,Q26,G2,Others
r00991,Q28,G6,Others
r00991,Q18,G4,Others
r00991,Q10,G4,Others
r00991,Q9,G1,Maybe
r00991,Q6,G1,Maybe
r00991,Q8,G3,No
r00991,Q40,G1,No
r00991,Q11,G1,N/A
r00991,Q41,G2,Maybe
r00991,Q37,,No
r00991,Q3,G5,Maybe
r00991,Q1,G2,No
r00991,Q16,,No
r00991,Q35,G6,Yes
r00991,Q25,,Yes
r00991,Q4,,Others
r00991,Q23,G2,Maybe
r00991,Q19,G2,Others
r00991,Q31,G2,Maybe
r00991,Q33,G3,No
r00991,Q14,G5,N/A
r00991,Q32,G3,Yes
r00991,Q38,G3,Yes
r00991,Q13,G4,N/A
r00991,Q27,G4,N/A
r00992,Q34,G1,Yes
r00992,Q42,G1,Yes
r00992,Q20,G3,N/A
r00992,Q39,G1,N/A
r00992,Q5,G1,Yes
r00992,Q22,G4,Neutral
r00992,Q17,G2,Maybe
r00992,Q24,,No
r00992,Q29,G5,Maybe
r00992,Q21,G2,Yes
r00992,Q36,,No
r00992,Q30,G3,No
r00992,Q7,G1,Others
r00992,Q2,G1,Others
r00992,Q15,G2,Others
r00992,Q12,G6,Others
r00992,Q26,G2,Others
r00992,Q28,G6,Others
r00992,Q18,G4,Others
r00992,Q10,G4,Others
r00992,Q9,G1,No
r00992,Q6,G1,Maybe
r00992,Q8,G3,No
r00992,Q40,G1,No
r00992,Q11,G1,N/A
r00992,Q41,G2,Yes
r00992,Q37,,Maybe
r00992,Q3,G5,No
r00992,Q1,G2,Maybe
r00992,Q16,,No
r00992,Q35,G6,No
r00992,Q25,,Maybe
r00992,Q4,,Others
r00992,Q23,G2,Maybe
r00992,Q19,G2,Others
r00992,Q31,G2,Maybe
r00992,Q33,G3,Maybe
r00992,Q14,G5,Maybe
r00992,Q32,G3,Maybe
r00992,Q38,G3,Maybe
r00992,Q13,G4,N/A
r00992,Q27,G4,N/A
r00993,Q34,G1,Yes
r00993,Q42,G1,No
r00993,Q20,G3,No
r00993,Q39,G1,No
r00993,Q5,G1,N/A
r00993,Q22,G4,Neutral
r00993,Q17,G2,No
r00993,Q24,,No
r00993,Q29,G5,Maybe
r00993,Q21,G2,Maybe
r00993,Q36,,Yes
r00993,Q30,G3,No
r00993,Q7,G1,Others
r00993,Q2,G1,Others
r00993,Q15,G2,Others
r00993,Q12,G6,Others
r00993,Q26,G2,Others
r00993,Q28,G6,Others
r00993,Q18,G4,Others
r00993,Q10,G4,Others
r00993,Q9,G1,Yes
r00993,Q6,G1,Maybe
r00993,Q8,G3,Yes
r00993,Q40,G1,Yes
r00993,Q11,G1,N/A
r00993,Q41,G2,N/A
r00993,Q37,,No
r00993,Q3,G5,Maybe
r00993,Q1,G2,Yes
r00993,Q16,,N/A
r00993,Q35,G6,No
r00993,Q25,,Maybe
r00993,Q4,,Others
r00993,Q23,G2,No
r00993,Q19,G2,Others
r00993,Q31,G2,Yes
r00993,Q33,G3,Maybe
r00993,Q14,G5,Maybe
r00993,Q32,G3,No
r00993,Q38,G3,Others
r00993,Q13,G4,N/A
r00993,Q27,G4,N/A
r00994,Q34,G1,No
r00994,Q42,G1,N/A
r00994,Q20,G3,No
r00994,Q39,G1,N/A
r00994,Q5,G1,N/A
r00994,Q22,G4,Yes
r00994,Q17,G2,No
r00994,Q24,,No
r00994,Q29,G5,Yes
r00994,Q21,G2,Yes
r00994,Q36,,Yes
r00994,Q30,G3,No
r00994,Q7,G1,Others
r00994,Q2,G1,Others
r00994,Q15,G2,Others
r00994,Q12,G6,Others
r00994,Q26,G2,Others
r00994,Q28,G6,Others
r00994,Q18,G4,Others
r00994,Q10,G4,Others
r00994,Q9,G1,N/A
r00994,Q6,G1,N/A
r00994,Q8,G3,No
r00994,Q40,G1,No
r00994,Q11,G1,N/A
r00994,Q41,G2,N/A
r00994,Q37,,Maybe
r00994,Q3,G5,No
r00994,Q1,G2,Maybe
r00994,Q16,,Maybe
r00994,Q35,G6,Maybe
r00994,Q25,,Yes
r00994,Q4,,Others
r00994,Q23,G2,Yes
r00994,Q19,G2,Others
r00994,Q31,G2,No
r00994,Q33,G3,No
r00994,Q14,G5,Neutral
r00994,Q32,G3,No
r00994,Q38,G3,Others
r00994,Q13,G4,Maybe
r00994,Q27,G4,Maybe
r00995,Q34,G1,Yes
r00995,Q42,G1,No
r00995,Q20,G3,N/A
r00995,Q39,G1,N/A
r00995,Q5,G1,N/A
r00995,Q22,G4,N/A
r00995,Q17,G2,Maybe
r00995,Q24,,No
r00995,Q29,G5,Maybe
r00995,Q21,G2,Maybe
r00995,Q36,,N/A
r00995,Q30,G3,No
r00995,Q7,G1,Others
r00995,Q2,G1,Others
r00995,Q15,G2,Others
r00995,Q12,G6,Others
r00995,Q26,G2,Others
r00995,Q28,G6,Others
r00995,Q18,G4,Others
r00995,Q10,G4,Others
r00995,Q9,G1,Yes
r00995,Q6,G1,Maybe
r00995,Q8,G3,N/A
r00995,Q40,G1,Maybe
r00995,Q11,G1,N/A
r00995,Q41,G2,N/A
r00995,Q37,,No
r00995,Q3,G5,Maybe
r00995,Q1,G2,Maybe
r00995,Q16,,Maybe
r00995,Q35,G6,No
r00995,Q25,,Maybe
r00995,Q4,,Others
r00995,Q23,G2,No
r00995,Q19,G2,Others
r00995,Q31,G2,Maybe
r00995,Q33,G3,Maybe
r00995,Q14,G5,Maybe
r00995,Q32,G3,Maybe
r00995,Q38,G3,Others
r00995,Q13,G4,N/A
r00995,Q27,G4,N/A
r00996,Q34,G1,N/A
r00996,Q42,G1,No
r00996,Q20,G3,No
r00996,Q39,G1,N/A
r00996,Q5,G1,Yes
r00996,Q22,G4,Maybe
r00996,Q17,G2,Maybe
r00996,Q24,,No
r00996,Q29,G5,No
r00996,Q21,G2,No
r00996,Q36,,No
r00996,Q30,G3,No
r00996,Q7,G1,Others
r00996,Q2,G1,Others
r00996,Q15,G2,Others
r00996,Q12,G6,Others
r00996,Q26,G2,Others
r00996,Q28,G6,Others
r00996,Q18,G4,Others
r00996,Q10,G4,Others
r00996,Q9,G1,Maybe
r00996,Q6,G1,Maybe
r00996,Q8,G3,Maybe
r00996,Q40,G1,Maybe
r00996,Q11,G1,Yes
r00996,Q41,G2,Maybe
r00996,Q37,,No
r00996,Q3,G5,Maybe
r00996,Q1,G2,Maybe
r00996,Q16,,Maybe
r00996,Q35,G6,Maybe
r00996,Q25,,Yes
r00996,Q4,,Others
r00996,Q23,G2,No
r00996,Q19,G2,Others
r00996,Q31,G2,Yes
r00996,Q33,G3,Yes
r00996,Q14,G5,Maybe
r00996,Q32,G3,Others
r00996,Q38,G3,Others
r00996,Q13,G4,Rare
r00996,Q27,G4,Maybe
r00997,Q34,G1,Yes
r00997,Q42,G1,N/A
r00997,Q20,G3,No
r00997,Q39,G1,N/A
r00997,Q5,G1,Yes
r00997,Q22,G4,Yes
r00997,Q17,G2,No
r00997,Q24,,No
r00997,Q29,G5,Yes
r00997,Q21,G2,Yes
r00997,Q36,,Yes
r00997,Q30,G3,No
r00997,Q7,G1,Others
r00997,Q2,G1,Others
r00997,Q15,G2,Others
r00997,Q12,G6,Others
r00997,Q26,G2,Others
r00997,Q28,G6,Others
r00997,Q18,G4,Others
r00997,Q10,G4,Others
r00997,Q9,G1,Yes
r00997,Q6,G1,Maybe
r00997,Q8,G3,Maybe
r00997,Q40,G1,Maybe
r00997,Q11,G1,N/A
r00997,Q41,G2,N/A
r00997,Q37,,No
r00997,Q3,G5,Yes
r00997,Q1,G2,Yes
r00997,Q16,,N/A
r00997,Q35,G6,Maybe
r00997,Q25,,Yes
r00997,Q4,,Others
r00997,Q23,G2,Yes
r00997,Q19,G2,Others
r00997,Q31,G2,Maybe
r00997,Q33,G3,No
r00997,Q14,G5,Yes
r00997,Q32,G3,Yes
r00997,Q38,G3,No
r00997,Q13,G4,No
r00997,Q27,G4,Often
r00998,Q34,G1,Yes
r00998,Q42,G1,No
r00998,Q20,G3,No
r00998,Q39,G1,No
r00998,Q5,G1,N/A
r00998,Q22,G4,Maybe
r00998,Q17,G2,Maybe
r00998,Q24,,No
r00998,Q29,G5,Yes
r00998,Q21,G2,Yes
r00998,Q36,,N/A
r00998,Q30,G3,No
r00998,Q7,G1,Others
r00998,Q2,G1,Others
r00998,Q15,G2,Others
r00998,Q12,G6,Others
r00998,Q26,G2,Others
r00998,Q28,G6,Others
r00998,Q18,G4,Others
r00998,Q10,G4,Others
r00998,Q9,G1,Maybe
r00998,Q6,G1,No
r00998,Q8,G3,No
r00998,Q40,G1,Maybe
r00998,Q11,G1,N/A
r00998,Q41,G2,N/A
r00998,Q37,,Maybe
r00998,Q3,G5,Maybe
r00998,Q1,G2,No
r00998,Q16,,Maybe
r00998,Q35,G6,Maybe
r00998,Q25,,Yes
r00998,Q4,,Others
r00998,Q23,G2,Yes
r00998,Q19,G2,Others
r00998,Q31,G2,Maybe
r00998,Q33,G3,Maybe
r00998,Q14,G5,Yes
r00998,Q32,G3,Maybe
r00998,Q38,G3,No
r00998,Q13,G4,Maybe
r00998,Q27,G4,Maybe
r00999,Q34,G1,No
r00999,Q42,G1,No
r00999,Q20,G3,No
r00999,Q39,G1,No
r00999,Q5,G1,N/A
r00999,Q22,G4,Maybe
r00999,Q17,G2,No
r00999,Q24,,Maybe
r00999,Q29,G5,No
r00999,Q21,G2,Maybe
r00999,Q36,,N/A
r00999,Q30,G3,No
r00999,Q7,G1,Others
r00999,Q2,G1,Others
r00999,Q15,G2,Others
r00999,Q12,G6,Others
r00999,Q26,G2,Others
r00999,Q28,G6,Others
r00999,Q18,G4,Others
r00999,Q10,G4,Others
r00999,Q9,G1,No
r00999,Q6,G1,N/A
r00999,Q8,G3,No
r00999,Q40,G1,No
r00999,Q11,G1,N/A
r00999,Q41,G2,N/A
r00999,Q37,,Maybe
r00999,Q3,G5,Maybe
r00999,Q1,G2,Maybe
r00999,Q16,,No
r00999,Q35,G6,No
r00999,Q25,,Yes
r00999,Q4,,Others
r00999,Q23,G2,Yes
r00999,Q19,G2,Others
r00999,Q31,G2,Maybe
r00999,Q33,G3,No
r00999,Q14,G5,Maybe
r00999,Q32,G3,No
r00999,Q38,G3,Others
r00999,Q13,G4,Maybe
r00999,Q27,G4,Maybe
r01000,Q34,G1,Others
r01000,Q42,G1,Others
r01000,Q20,G3,Others
r01000,Q39,G1,Others
r01000,Q5,G1,Others
r01000,Q22,G4,Others
r01000,Q17,G2,Others
r01000,Q24,,Others
r01000,Q29,G5,Others
r01000,Q21,G2,Others
r01000,Q36,,Others
r01000,Q30,G3,Others
r01000,Q7,G1,Yes
r01000,Q2,G1,Maybe
r01000,Q15,G2,Maybe
r01000,Q12,G6,No
r01000,Q26,G2,Maybe
r01000,Q28,G6,No
r01000,Q18,G4,Yes
r01000,Q10,G4,Maybe
r01000,Q9,G1,N/A
r01000,Q6,G1,N/A
r01000,Q8,G3,Maybe
r01000,Q40,G1,No
r01000,Q11,G1,N/A
r01000,Q41,G2,No
r01000,Q37,,No
r01000,Q3,G5,Yes
r01000,Q1,G2,Yes
r01000,Q16,,Maybe
r01000,Q35,G6,Maybe
r01000,Q25,,Yes
r01000,Q4,,Others
r01000,Q23,G2,Yes
r01000,Q19,G2,Others
r01000,Q31,G2,Others
r01000,Q33,G3,No
r01000,Q14,G5,Maybe
r01000,Q32,G3,Yes
r01000,Q38,G3,No
r01000,Q13,G4,Maybe
r01000,Q27,G4,Maybe
r01001,Q34,G1,No
r01001,Q42,G1,Others
r01001,Q20,G3,No
r01001,Q39,G1,No
r01001,Q5,G1,N/A
r01001,Q22,G4,Maybe
r01001,Q17,G2,No
r01001,Q24,,No
r01001,Q29,G5,Maybe
r01001,Q21,G2,Maybe
r01001,Q36,,N/A
r01001,Q30,G3,No
r01001,Q7,G1,Others
r01001,Q2,G1,Others
r01001,Q15,G2,Others
r01001,Q12,G6,Others
r01001,Q26,G2,Others
r01001,Q28,G6,Others
r01001,Q18,G4,Others
r01001,Q10,G4,Others
r01001,Q9,G1,N/A
r01001,Q6,G1,N/A
r01001,Q8,G3,N/A
r01001,Q40,G1,No
r01001,Q11,G1,N/A
r01001,Q41,G2,No
r01001,Q37,,No
r01001,Q3,G5,Maybe
r01001,Q1,G2,N/A
r01001,Q16,,N/A
r01001,Q35,G6,No
r01001,Q25,,Yes
r01001,Q4,,Others
r01001,Q23,G2,Maybe
r01001,Q19,G2,Others
r01001,Q31,G2,Maybe
r01001,Q33,G3,Maybe
r01001,Q14,G5,Maybe
r01001,Q32,G3,No
r01001,Q38,G3,Others
r01001,Q13,G4,N/A
r01001,Q27,G4,N/A
r01002,Q34,G1,Yes
r01002,Q42,G1,No
r01002,Q20,G3,No
r01002,Q39,G1,N/A
r01002,Q5,G1,N/A
r01002,Q22,G4,Maybe
r01002,Q17,G2,Yes
r01002,Q24,,Maybe
r01002,Q29,G5,Maybe
r01002,Q21,G2,No
r01002,Q36,,No
r01002,Q30,G3,No
r01002,Q7,G1,Others
r01002,Q2,G1,Others
r01002,Q15,G2,Others
r01002,Q12,G6,Others
r01002,Q26,G2,Others
r01002,Q28,G6,Others
r01002,Q18,G4,Others
r01002,Q10,G4,Others
r01002,Q9,G1,N/A
r01002,Q6,G1,N/A
r01002,Q8,G3,No
r01002,Q40,G1,No
r01002,Q11,G1,N/A
r01002,Q41,G2,Maybe
r01002,Q37,,Maybe
r01002,Q3,G5,No
r01002,Q1,G2,No
r01002,Q16,,No
r01002,Q35,G6,No
r01002,Q25,,No
r01002,Q4,,Others
r01002,Q23,G2,No
r01002,Q19,G2,Others
r01002,Q31,G2,Yes
r01002,Q33,G3,Yes
r01002,Q14,G5,Maybe
r01002,Q32,G3,No
r01002,Q38,G3,Others
r01002,Q13,G4,N/A
r01002,Q27,G4,N/A
r01003,Q34,G1,Yes
r01003,Q42,G1,N/A
r01003,Q20,G3,N/A
r01003,Q39,G1,Yes
r01003,Q5,G1,N/A
r01003,Q22,G4,Maybe
r01003,Q17,G2,Maybe
r01003,Q24,,No
r01003,Q29,G5,Maybe
r01003,Q21,G2,Yes
r01003,Q36,,Yes
r01003,Q30,G3,Yes
r01003,Q7,G1,Others
r01003,Q2,G1,Others
r01003,Q15,G2,Others
r01003,Q12,G6,Others
r01003,Q26,G2,Others
r01003,Q28,G6,Others
r01003,Q18,G4,Others
r01003,Q10,G4,Others
r01003,Q9,G1,N/A
r01003,Q6,G1,N/A
r01003,Q8,G3,No
r01003,Q40,G1,No
r01003,Q11,G1,N/A
r01003,Q41,G2,Maybe
r01003,Q37,,No
r01003,Q3,G5,Maybe
r01003,Q1,G2,No
r01003,Q16,,Maybe
r01003,Q35,G6,No
r01003,Q25,,Maybe
r01003,Q4,,Others
r01003,Q23,G2,No
r01003,Q19,G2,Others
r01003,Q31,G2,Yes
r01003,Q33,G3,Maybe
r01003,Q14,G5,Yes
r01003,Q32,G3,No
r01003,Q38,G3,Others
r01003,Q13,G4,Rare
r01003,Q27,G4,Rare
r01004,Q34,G1,Yes
r01004,Q42,G1,Yes
r01004,Q20,G3,No
r01004,Q39,G1,N/A
r01004,Q5,G1,Yes
r01004,Q22,G4,Yes
r01004,Q17,G2,Maybe
r01004,Q24,,Maybe
r01004,Q29,G5,No
r01004,Q21,G2,No
r01004,Q36,,N/A
r01004,Q30,G3,No
r01004,Q7,G1,Others
r01004,Q2,G1,Others
r01004,Q15,G2,Others
r01004,Q12,G6,Others
r01004,Q26,G2,Others
r01004,Q28,G6,Others
r01004,Q18,G4,Others
r01004,Q10,G4,Others
r01004,Q9,G1,Yes
r01004,Q6,G1,Yes
r01004,Q8,G3,No
r01004,Q40,G1,Maybe
r01004,Q11,G1,Yes
r01004,Q41,G2,Maybe
r01004,Q37,,Maybe
r01004,Q3,G5,No
r01004,Q1,G2,No
r01004,Q16,,Maybe
r01004,Q35,G6,Maybe
r01004,Q25,,No
r01004,Q4,,Others
r01004,Q23,G2,No
r01004,Q19,G2,Others
r01004,Q31,G2,Maybe
r01004,Q33,G3,Maybe
r01004,Q14,G5,Maybe
r01004,Q32,G3,Maybe
r01004,Q38,G3,No
r01004,Q13,G4,Maybe
r01004,Q27,G4,Often
r01005,Q34,G1,Others
r01005,Q42,G1,Others
r01005,Q20,G3,Others
r01005,Q39,G1,Others
r01005,Q5,G1,Others
r01005,Q22,G4,Others
r01005,Q17,G2,Others
r01005,Q24,,Others
r01005,Q29,G5,Others
r01005,Q21,G2,Others
r01005,Q36,,Others
r01005,Q30,G3,Others
r01005,Q7,G1,No
r01005,Q2,G1,Maybe
r01005,Q15,G2,Maybe
r01005,Q12,G6,N/A
r01005,Q26,G2,Maybe
r01005,Q28,G6,Yes
r01005,Q18,G4,N/A
r01005,Q10,G4,Others
r01005,Q9,G1,No
r01005,Q6,G1,N/A
r01005,Q8,G3,Yes
r01005,Q40,G1,No
r01005,Q11,G1,N/A
r01005,Q41,G2,Maybe
r01005,Q37,,No
r01005,Q3,G5,Maybe
r01005,Q1,G2,Maybe
r01005,Q16,,Maybe
r01005,Q35,G6,Maybe
r01005,Q25,,Yes
r01005,Q4,,Others
r01005,Q23,G2,Yes
r01005,Q19,G2,Others
r01005,Q31,G2,Maybe
r01005,Q33,G3,Maybe
r01005,Q14,G5,Yes
r01005,Q32,G3,Yes
r01005,Q38,G3,No
r01005,Q13,G4,Rare
r01005,Q27,G4,Rare
r01006,Q34,G1,Yes
r01006,Q42,G1,Yes
r01006,Q20,G3,N/A
r01006,Q39,G1,N/A
r01006,Q5,G1,N/A
r01006,Q22,G4,Neutral
r01006,Q17,G2,No
r01006,Q24,,No
r01006,Q29,G5,Maybe
r01006,Q21,G2,Maybe
r01006,Q36,,No
r01006,Q30,G3,No
r01006,Q7,G1,Others
r01006,Q2,G1,Others
r01006,Q15,G2,Others
r01006,Q12,G6,Others
r01006,Q26,G2,Others
r01006,Q28,G6,Others
r01006,Q18,G4,Others
r01006,Q10,G4,Others
r01006,Q9,G1,Maybe
r01006,Q6,G1,Maybe
r01006,Q8,G3,No
r01006,Q40,G1,Maybe
r01006,Q11,G1,N/A
r01006,Q41,G2,Maybe
r01006,Q37,,No
r01006,Q3,G5,Maybe
r01006,Q1,G2,Maybe
r01006,Q16,,Maybe
r01006,Q35,G6,No
r01006,Q25,,Yes
r01006,Q4,,Others
r01006,Q23,G2,No
r01006,Q19,G2,Others
r01006,Q31,G2,Maybe
r01006,Q33,G3,Maybe
r01006,Q14,G5,Maybe
r01006,Q32,G3,Yes
r01006,Q38,G3,No
r01006,Q13,G4,Rare
r01006,Q27,G4,Maybe
r01007,Q34,G1,N/A
r01007,Q42,G1,N/A
r01007,Q20,G3,No
r01007,Q39,G1,N/A
r01007,Q5,G1,N/A
r01007,Q22,G4,Maybe
r01007,Q17,G2,No
r01007,Q24,,No
r01007,Q29,G5,Yes
r01007,Q21,G2,Yes
r01007,Q36,,N/A
r01007,Q30,G3,No
r01007,Q7,G1,Others
r01007,Q2,G1,Others
r01007,Q15,G2,Others
r01007,Q12,G6,Others
r01007,Q26,G2,Others
r01007,Q28,G6,Others
r01007,Q18,G4,Others
r01007,Q10,G4,Others
r01007,Q9,G1,N/A
r01007,Q6,G1,N/A
r01007,Q8,G3,N/A
r01007,Q40,G1,No
r01007,Q11,G1,N/A
r01007,Q41,G2,N/A
r01007,Q37,,No
r01007,Q3,G5,Maybe
r01007,Q1,G2,Yes
r01007,Q16,,N/A
r01007,Q35,G6,No
r01007,Q25,,No
r01007,Q4,,Others
r01007,Q23,G2,No
r01007,Q19,G2,Others
r01007,Q31,G2,Maybe
r01007,Q33,G3,No
r01007,Q14,G5,Maybe
r01007,Q32,G3,Others
r01007,Q38,G3,Others
r01007,Q13,G4,N/A
r01007,Q27,G4,N/A
r01008,Q34,G1,N/A
r01008,Q42,G1,N/A
r01008,Q20,G3,No
r01008,Q39,G1,N/A
r01008,Q5,G1,N/A
r01008,Q22,G4,Maybe
r01008,Q17,G2,No
r01008,Q24,,No
r01008,Q29,G5,Yes
r01008,Q21,G2,Yes
r01008,Q36,,Yes
r01008,Q30,G3,No
r01008,Q7,G1,Others
r01008,Q2,G1,Others
r01008,Q15,G2,Others
r01008,Q12,G6,Others
r01008,Q26,G2,Others
r01008,Q28,G6,Others
r01008,Q18,G4,Others
r01008,Q10,G4,Others
r01008,Q9,G1,Maybe
r01008,Q6,G1,Maybe
r01008,Q8,G3,No
r01008,Q40,G1,No
r01008,Q11,G1,No
r01008,Q41,G2,Maybe
r01008,Q37,,No
r01008,Q3,G5,Yes
r01008,Q1,G2,Yes
r01008,Q16,,N/A
r01008,Q35,G6,Maybe
r01008,Q25,,Yes
r01008,Q4,,Others
r01008,Q23,G2,Yes
r01008,Q19,G2,Others
r01008,Q31,G2,Others
r01008,Q33,G3,Maybe
r01008,Q14,G5,Yes
r01008,Q32,G3,Yes
r01008,Q38,G3,No
r01008,Q13,G4,Maybe
r01008,Q27,G4,Often
r01009,Q34,G1,No
r01009,Q42,G1,N/A
r01009,Q20,G3,No
r01009,Q39,G1,No
r01009,Q5,G1,N/A
r01009,Q22,G4,Neutral
r01009,Q17,G2,Maybe
r01009,Q24,,Maybe
r01009,Q29,G5,No
r01009,Q21,G2,Maybe
r01009,Q36,,N/A
r01009,Q30,G3,No
r01009,Q7,G1,Others
r01009,Q2,G1,Others
r01009,Q15,G2,Others
r01009,Q12,G6,Others
r01009,Q26,G2,Others
r01009,Q28,G6,Others
r01009,Q18,G4,Others
r01009,Q10,G4,Others
r01009,Q9,G1,No
r01009,Q6,G1,N/A
r01009,Q8,G3,No
r01009,Q40,G1,No
r01009,Q11,G1,N/A
r01009,Q41,G2,Maybe
r01009,Q37,,Maybe
r01009,Q3,G5,No
r01009,Q1,G2,N/A
r01009,Q16,,Maybe
r01009,Q35,G6,Maybe
r01009,Q25,,No
r01009,Q4,,Others
r01009,Q23,G2,No
r01009,Q19,G2,N/A
r01009,Q31,G2,Yes
r01009,Q33,G3,Maybe
r01009,Q14,G5,Neutral
r01009,Q32,G3,No
r01009,Q38,G3,Others
r01009,Q13,G4,Rare
r01009,Q27,G4,Maybe
r01010,Q34,G1,Others
r01010,Q42,G1,Others
r01010,Q20,G3,Others
r01010,Q39,G1,Others
r01010,Q5,G1,Others
r01010,Q22,G4,Others
r01010,Q17,G2,Others
r01010,Q24,,Others
r01010,Q29,G5,Others
r01010,Q21,G2,Others
r01010,Q36,,Others
r01010,Q30,G3,Others
r01010,Q7,G1,Yes
r01010,Q2,G1,Maybe
r01010,Q15,G2,No
r01010,Q12,G6,Others
r01010,Q26,G2,Maybe
r01010,Q28,G6,No
r01010,Q18,G4,Yes
r01010,Q10,G4,Maybe
r01010,Q9,G1,N/A
r01010,Q6,G1,No
r01010,Q8,G3,No
r01010,Q40,G1,No
r01010,Q11,G1,N/A
r01010,Q41,G2,Maybe
r01010,Q37,,No
r01010,Q3,G5,Maybe
r01010,Q1,G2,Maybe
r01010,Q16,,N/A
r01010,Q35,G6,No
r01010,Q25,,Yes
r01010,Q4,,Others
r01010,Q23,G2,No
r01010,Q19,G2,Others
r01010,Q31,G2,Yes
r01010,Q33,G3,Maybe
r01010,Q14,G5,Maybe
r01010,Q32,G3,Others
r01010,Q38,G3,Others
r01010,Q13,G4,Rare
r01010,Q27,G4,Maybe
r01011,Q34,G1,N/A
r01011,Q42,G1,N/A
r01011,Q20,G3,No
r01011,Q39,G1,Yes
r01011,Q5,G1,Yes
r01011,Q22,G4,Maybe
r01011,Q17,G2,No
r01011,Q24,,No
r01011,Q29,G5,Maybe
r01011,Q21,G2,Yes
r01011,Q36,,N/A
r01011,Q30,G3,No
r01011,Q7,G1,Others
r01011,Q2,G1,Others
r01011,Q15,G2,Others
r01011,Q12,G6,Others
r01011,Q26,G2,Others
r01011,Q28,G6,Others
r01011,Q18,G4,Others
r01011,Q10,G4,Others
r01011,Q9,G1,Yes
r01011,Q6,G1,Maybe
r01011,Q8,G3,No
r01011,Q40,G1,Yes
r01011,Q11,G1,Yes
r01011,Q41,G2,N/A
r01011,Q37,,No
r01011,Q3,G5,Maybe
r01011,Q1,G2,Maybe
r01011,Q16,,Maybe
r01011,Q35,G6,No
r01011,Q25,,Maybe
r01011,Q4,,Others
r01011,Q23,G2,Maybe
r01011,Q19,G2,Others
r01011,Q31,G2,Maybe
r01011,Q33,G3,Maybe
r01011,Q14,G5,Maybe
r01011,Q32,G3,Others
r01011,Q38,G3,Others
r01011,Q13,G4,No
r01011,Q27,G4,Maybe
r01012,Q34,G1,Yes
r01012,Q42,G1,Yes
r01012,Q20,G3,Yes
r01012,Q39,G1,Yes
r01012,Q5,G1,Yes
r01012,Q22,G4,Maybe
r01012,Q17,G2,Maybe
r01012,Q24,,No
r01012,Q29,G5,Maybe
r01012,Q21,G2,Maybe
r01012,Q36,,N/A
r01012,Q30,G3,No
r01012,Q7,G1,Others
r01012,Q2,G1,Others
r01012,Q15,G2,Others
r01012,Q12,G6,Others
r01012,Q26,G2,Others
r01012,Q28,G6,Others
r01012,Q18,G4,Others
r01012,Q10,G4,Others
r01012,Q9,G1,No
r01012,Q6,G1,Maybe
r01012,Q8,G3,Maybe
r01012,Q40,G1,No
r01012,Q11,G1,N/A
r01012,Q41,G2,Maybe
r01012,Q37,,Maybe
r01012,Q3,G5,Maybe
r01012,Q1,G2,Maybe
r01012,Q16,,Maybe
r01012,Q35,G6,No
r01012,Q25,,Yes
r01012,Q4,,Others
r01012,Q23,G2,No
r01012,Q19,G2,Others
r01012,Q31,G2,Maybe
r01012,Q33,G3,Maybe
r01012,Q14,G5,Maybe
r01012,Q32,G3,No
r01012,Q38,G3,Others
r01012,Q13,G4,No
r01012,Q27,G4,Maybe
r01013,Q34,G1,Yes
r01013,Q42,G1,Yes
r01013,Q20,G3,No
r01013,Q39,G1,Yes
r01013,Q5,G1,Yes
r01013,Q22,G4,Neutral
r01013,Q17,G2,Maybe
r01013,Q24,,No
r01013,Q29,G5,No
r01013,Q21,G2,Maybe
r01013,Q36,,No
r01013,Q30,G3,No
r01013,Q7,G1,Others
r01013,Q2,G1,Others
r01013,Q15,G2,Others
r01013,Q12,G6,Others
r01013,Q26,G2,Others
r01013,Q28,G6,Others
r01013,Q18,G4,Others
r01013,Q10,G4,Others
r01013,Q9,G1,Yes
r01013,Q6,G1,Yes
r01013,Q8,G3,No
r01013,Q40,G1,Yes
r01013,Q11,G1,Yes
r01013,Q41,G2,N/A
r01013,Q37,,No
r01013,Q3,G5,No
r01013,Q1,G2,N/A
r01013,Q16,,N/A
r01013,Q35,G6,No
r01013,Q25,,Maybe
r01013,Q4,,Others
r01013,Q23,G2,No
r01013,Q19,G2,Others
r01013,Q31,G2,Yes
r01013,Q33,G3,Maybe
r01013,Q14,G5,Maybe
r01013,Q32,G3,Yes
r01013,Q38,G3,No
r01013,Q13,G4,Maybe
r01013,Q27,G4,Maybe
